"""présent""","""empty""","""je""","""tu""","""il / elle/ on""","""nous""","""vous""","""ils / elles"""
"""abandonner""","""to abandon""","""abandonne""","""abandonnes""","""abandonne""","""abandonnons""","""abandonnez""","""abandonnent"""
"""acheter""","""to buy""","""achète""","""achètes""","""achète""","""achetons""","""achetez""","""achètent"""
"""admirer""","""to admire""","""admire""","""admires""","""admire""","""admirons""","""admirez""","""admirent"""
"""adorer""","""to adore""","""adore""","""adores""","""adore""","""adorons""","""adorez""","""adorent"""
"""aider""","""to help""","""aide""","""aides""","""aide""","""aidons""","""aidez""","""aident"""
"""aimer""","""to like, love""","""aime""","""aimes""","""aime""","""aimons""","""aimez""","""aiment"""
"""ajouter""","""to add""","""ajoute""","""ajoutes""","""ajoute""","""ajoutons""","""ajoutez""","""ajoutent"""
"""appeler""","""to call""","""appelle""","""appelles""","""appelle""","""appelons""","""appelez""","""appellent"""
"""apporter""","""to bring""","""apporte""","""apportes""","""apporte""","""apportons""","""apportez""","""apportent"""
"""arriver""","""to arrive""","""arrive""","""arrives""","""arrive""","""arrivons""","""arrivez""","""arrivent"""
"""attraper""","""to catch""","""attrape""","""attrapes""","""attrape""","""attrapons""","""attrapez""","""attrapent"""
"""augmenter""","""to increase""","""augmente""","""augmentes""","""augmente""","""augmentons""","""augmentez""","""augmentent"""
"""bouger""","""to move""","""bouge""","""bouges""","""bouge""","""bougeons""","""bougez""","""bougent"""
"""camper""","""to camp""","""campe""","""campes""","""campe""","""campons""","""campez""","""campent"""
"""changer""","""to change""","""change""","""changes""","""change""","""changeons""","""changez""","""changent"""
"""chanter""","""to sing""","""chante""","""chantes""","""chante""","""chantons""","""chantez""","""chantent"""
"""chercher""","""to look for""","""cherche""","""cherches""","""cherche""","""cherchons""","""cherchez""","""cherchent"""
"""commander""","""to order""","""commande""","""commandes""","""commande""","""commandons""","""commandez""","""commandent"""
"""compter""","""to count""","""compte""","""comptes""","""compte""","""comptons""","""comptez""","""comptent"""
"""consulter""","""to consult""","""consulte""","""consultes""","""consulte""","""consultons""","""consultez""","""consultent"""
"""continuer""","""to continue""","""continue""","""continues""","""continue""","""continuons""","""continuez""","""continuent"""
"""couper""","""to cut""","""coupe""","""coupes""","""coupe""","""coupons""","""coupez""","""coupent"""
"""créer""","""to create""","""crée""","""crées""","""crée""","""créons""","""créez""","""créent"""
"""danser""","""to dance""","""danse""","""danses""","""danse""","""dansons""","""dansez""","""dansent"""
"""décider""","""to decide""","""décide""","""décides""","""décide""","""décidons""","""décidez""","""décident"""
"""détester""","""to hate""","""déteste""","""détestes""","""déteste""","""détestons""","""détestez""","""détestent"""
"""diminuer""","""to decrease""","""diminue""","""diminues""","""diminue""","""diminuons""","""diminuez""","""diminuent"""
"""dîner""","""to dine""","""dîne""","""dînes""","""dîne""","""dînons""","""dînez""","""dînent"""
"""donner""","""to give""","""donne""","""donnes""","""donne""","""donnons""","""donnez""","""donnent"""
"""échanger""","""to exchange""","""échange""","""échanges""","""échange""","""échangeons""","""échangez""","""échangent"""
"""écouter""","""to listen""","""écoute""","""écoutes""","""écoute""","""écoutons""","""écoutez""","""écoutent"""
"""embaucher""","""to hire""","""embauche""","""embauches""","""embauche""","""embauchons""","""embauchez""","""embauchent"""
"""embrasser""","""to kiss""","""embrasse""","""embrasses""","""embrasse""","""embrassons""","""embrassez""","""embrassent"""
"""emmener""","""to take someone""","""emmène""","""emmènes""","""emmène""","""emmenons""","""emmenez""","""emmènent"""
"""emprunter""","""to borrow""","""emprunte""","""empruntes""","""emprunte""","""empruntons""","""empruntez""","""empruntent"""
"""enseigner""","""to teach""","""enseigne""","""enseignes""","""enseigne""","""enseignons""","""enseignez""","""enseignent"""
"""entrer""","""to enter""","""entre""","""entres""","""entre""","""entrons""","""entrez""","""entrent"""
"""essayer""","""to try""","""essaie""","""essaies""","""essaie""","""essayons""","""essayez""","""essaient"""
"""étudier""","""to study""","""étudie""","""étudies""","""étudie""","""étudions""","""étudiez""","""étudient"""
"""éviter""","""to avoid""","""évite""","""évites""","""évite""","""évitons""","""évitez""","""évitent"""
"""exiger""","""to demand""","""exige""","""exiges""","""exige""","""exigeons""","""exigez""","""exigent"""
"""expliquer""","""to explain""","""explique""","""expliques""","""explique""","""expliquons""","""expliquez""","""expliquent"""
"""fermer""","""to close""","""ferme""","""fermes""","""ferme""","""fermons""","""fermez""","""ferment"""
"""garder""","""to keep""","""garde""","""gardes""","""garde""","""gardons""","""gardez""","""gardent"""
"""habiter""","""to live""","""habite""","""habites""","""habite""","""habitons""","""habitez""","""habitent"""
"""indiquer""","""to indicate""","""indique""","""indiques""","""indique""","""indiquons""","""indiquez""","""indiquent"""
"""inviter""","""to invite""","""invite""","""invites""","""invite""","""invitons""","""invitez""","""invitent"""
"""jouer""","""to play""","""joue""","""joues""","""joue""","""jouons""","""jouez""","""jouent"""
"""laisser""","""to leave, to let""","""laisse""","""laisses""","""laisse""","""laissons""","""laissez""","""laissent"""
"""laver""","""to wash""","""lave""","""laves""","""lave""","""lavons""","""lavez""","""lavent"""
"""louer""","""to rent""","""loue""","""loues""","""loue""","""louons""","""louez""","""louent"""
"""manger""","""to eat""","""mange""","""manges""","""mange""","""mangeons""","""mangez""","""mangent"""
"""marcher""","""to walk""","""marche""","""marches""","""marche""","""marchons""","""marchez""","""marchent"""
"""monter""","""to go up""","""monte""","""montes""","""monte""","""montons""","""montez""","""montent"""
"""nager""","""to swim""","""nage""","""nages""","""nage""","""nageons""","""nagez""","""nagent"""
"""naviguer""","""to navigate""","""navigue""","""navigues""","""navigue""","""naviguons""","""naviguez""","""naviguent"""
"""nettoyer""","""to clean""","""nettoie""","""nettoies""","""nettoie""","""nettoyons""","""nettoyez""","""nettoient"""
"""organiser""","""to organise""","""organise""","""organises""","""organise""","""organisons""","""organisez""","""organisent"""
"""oublier""","""to forget""","""oublie""","""oublies""","""oublie""","""oublions""","""oubliez""","""oublient"""
"""parler""","""to speak""","""parle""","""parles""","""parle""","""parlons""","""parlez""","""parlent"""
"""partager""","""to share""","""partage""","""partages""","""partage""","""partageons""","""partagez""","""partagent"""
"""passer""","""to pass, spend time""","""passe""","""passes""","""passe""","""passons""","""passez""","""passent"""
"""penser""","""to think""","""pense""","""penses""","""pense""","""pensons""","""pensez""","""pensent"""
"""posséder""","""to own""","""possède""","""possèdes""","""possède""","""possédons""","""possédez""","""possèdent"""
"""préférer""","""to prefer""","""préfère""","""préfères""","""préfère""","""préférons""","""préférez""","""préfèrent"""
"""préparer""","""to prepare""","""prépare""","""prépares""","""prépare""","""préparons""","""préparez""","""préparent"""
"""profiter""","""to enjoy, to profit""","""profite""","""profites""","""profite""","""profitons""","""profitez""","""profitent"""
"""proposer""","""to propose""","""propose""","""proposes""","""propose""","""proposons""","""proposez""","""proposent"""
"""quitter""","""to leave someone or something""","""quitte""","""quittes""","""quitte""","""quittons""","""quittez""","""quittent"""
"""ranger""","""to put away, to clean up""","""range""","""ranges""","""range""","""rangeons""","""rangez""","""rangent"""
"""réaliser""","""to achieve,  to understand""","""réalise""","""réalises""","""réalise""","""réalisons""","""réalisez""","""réalisent"""
"""remercier""","""to thank""","""remercie""","""remercies""","""remercie""","""remercions""","""remerciez""","""remercient"""
"""rentrer""","""to go back in""","""rentre""","""rentres""","""rentre""","""rentrons""","""rentrez""","""rentrent"""
"""repousser""","""to postpone, to push away""","""repousse""","""repousses""","""repousse""","""repoussons""","""repoussez""","""repoussent"""
"""réserver""","""to book""","""réserve""","""réserves""","""réserve""","""réservons""","""réservez""","""réservent"""
"""respecter""","""to respect""","""respecte""","""respectes""","""respecte""","""respectons""","""respectez""","""respectent"""
"""rester""","""to stay""","""reste""","""restes""","""reste""","""restons""","""restez""","""restent"""
"""retourner""","""to go back""","""retourne""","""retournes""","""retourne""","""retournons""","""retournez""","""retournent"""
"""simplifier""","""to simplify""","""simplifie""","""simplifies""","""simplifie""","""simplifions""","""simplifiez""","""simplifient"""
"""téléphoner""","""to call on the phone""","""téléphone""","""téléphones""","""téléphone""","""téléphonons""","""téléphonez""","""téléphonent"""
"""tomber""","""to fall""","""tombe""","""tombes""","""tombe""","""tombons""","""tombez""","""tombent"""
"""tourner""","""to turn""","""tourne""","""tournes""","""tourne""","""tournons""","""tournez""","""tournent"""
"""travailler""","""to work""","""travaille""","""travailles""","""travaille""","""travaillons""","""travaillez""","""travaillent"""
"""traverser""","""to cross""","""traverse""","""traverses""","""traverse""","""traversons""","""traversez""","""traversent"""
"""trouver""","""to find""","""trouve""","""trouves""","""trouve""","""trouvons""","""trouvez""","""trouvent"""
"""vider""","""to empty""","""vide""","""vides""","""vide""","""vidons""","""videz""","""vident"""
"""voyager""","""to travel""","""voyage""","""voyages""","""voyage""","""voyageons""","""voyagez""","""voyagent"""
,,,,,,,
"""accomplir""","""to accomplish""","""accomplis""","""accomplis""","""accomplit""","""accomplissons""","""accomplissez""","""accomplissent"""
"""agir""","""to act""","""agis""","""agis""","""agit""","""agissons""","""agissez""","""agissent"""
"""avertir""","""to warn""","""avertis""","""avertis""","""avertit""","""avertissons""","""avertissez""","""avertissent"""
"""choisir""","""to choose""","""choisis""","""choisis""","""choisit""","""choisissons""","""choisissez""","""choisissent"""
"""finir""","""to finish""","""finis""","""finis""","""finit""","""finissons""","""finissez""","""finissent"""
"""grandir""","""to grow""","""grandis""","""grandis""","""grandit""","""grandissons""","""grandissez""","""grandissent"""
"""grossir""","""to get bigger""","""grossis""","""grossis""","""grossit""","""grossissons""","""grossissez""","""grossissent"""
"""guérir""","""to heal""","""guéris""","""guéris""","""guérit""","""guérissons""","""guérissez""","""guérissent"""
"""maigrir""","""to loose weight""","""maigris""","""maigris""","""maigrit""","""maigrissons""","""maigrissez""","""maigrissent"""
"""obéir""","""to obey""","""obéis""","""obéis""","""obéit""","""obéissons""","""obéissez""","""obéissent"""
"""réagir""","""to react""","""réagis""","""réagis""","""réagit""","""réagissons""","""réagissez""","""réagissent"""
"""réfléchir""","""to think, reflect""","""réfléchis""","""réfléchis""","""réfléchit""","""réfléchissons""","""réfléchissez""","""réfléchissent"""
"""refroidir""","""to cool down""","""refroidis""","""refroidis""","""refroidit""","""refroidissons""","""refroidissez""","""refroidissent"""
"""remplir""","""to fill""","""remplis""","""remplis""","""remplit""","""remplissons""","""remplissez""","""remplissent"""
"""réussir""","""to succeed""","""réussis""","""réussis""","""réussit""","""réussissons""","""réussissez""","""réussissent"""
"""rougir""","""to turn red, blush""","""rougis""","""rougis""","""rougit""","""rougissons""","""rougissez""","""rougissent"""
"""vieillir""","""to get older""","""vieillis""","""vieillis""","""vieillit""","""vieillissons""","""vieillissez""","""vieillissent"""
,,,,,,,
"""admettre""","""to admit""","""admets""","""admets""","""admet""","""admettons""","""admettez""","""admettent"""
"""aller""","""to go""","""vais""","""vas""","""va""","""allons""","""allez""","""vont"""
"""attendre""","""to wait""","""attends""","""attends""","""attend""","""attendons""","""attendez""","""attendent"""
"""avoir""","""to have""","""ai""","""as""","""a""","""avons""","""avez""","""ont"""
"""boire""","""to drink""","""bois""","""bois""","""boit""","""buvons""","""buvez""","""boivent"""
"""commettre""","""to commit""","""commets""","""commets""","""commet""","""commettons""","""commettez""","""commettent"""
"""comprendre""","""to understand""","""comprends""","""comprends""","""comprend""","""comprenons""","""comprenez""","""comprennent"""
"""connaître""","""to know something""","""connais""","""connais""","""connaît""","""connaissons""","""connaissez""","""connaissent"""
"""croire""","""to believe""","""crois""","""crois""","""croit""","""croyons""","""croyez""","""croient"""
"""défendre""","""to defend, forbid""","""défends""","""défends""","""défend""","""défendons""","""défendez""","""défendent"""
"""descendre""","""to go down""","""descends""","""descends""","""descend""","""descendons""","""descendez""","""descendent"""
"""devenir""","""to become""","""deviens""","""deviens""","""devient""","""devenons""","""devenez""","""deviennent"""
"""devoir""","""to have to""","""dois""","""dois""","""doit""","""devons""","""devez""","""doivent"""
"""dormir""","""to sleep""","""dors""","""dors""","""dort""","""dormons""","""dormez""","""dorment"""
"""écrire""","""to write""","""écris""","""écris""","""écrit""","""écrivons""","""écrivez""","""écrivent"""
"""entendre""","""to hear""","""entends""","""entends""","""entend""","""entendons""","""entendez""","""entendent"""
"""envoyer""","""to send""","""envoie""","""envoies""","""envoie""","""envoyons""","""envoyez""","""envoient"""
"""espérer""","""to hope""","""espère""","""espères""","""espère""","""espérons""","""espérez""","""espèrent"""
"""être""","""to be""","""suis""","""es""","""est""","""sommes""","""êtes""","""sont"""
"""faire""","""to do""","""fais""","""fais""","""fait""","""faisons""","""faites""","""font"""
"""mettre""","""to set, to put on""","""mets""","""mets""","""met""","""mettons""","""mettez""","""mettent"""
"""mourir""","""to die""","""meurs""","""meurs""","""meurt""","""mourons""","""mourez""","""meurent"""
"""naître""","""to be born""","""nais""","""nais""","""naît""","""naissons""","""naissez""","""naissent"""
"""partir""","""to leave""","""pars""","""pars""","""part""","""partons""","""partez""","""partent"""
"""perdre""","""to loose""","""perds""","""perds""","""perd""","""perdons""","""perdez""","""perdent"""
"""permettre""","""to allow""","""permets""","""permets""","""permet""","""permettons""","""permettez""","""permettent"""
"""pouvoir""","""to be able to""","""peux""","""peux""","""peut""","""pouvons""","""pouvez""","""peuvent"""
"""prendre""","""to take""","""prends""","""prends""","""prend""","""prenons""","""prenez""","""prennent"""
"""promettre""","""to promise""","""promets""","""promets""","""promet""","""promettons""","""promettez""","""promettent"""
"""remettre""","""to postpone""","""remets""","""remets""","""remet""","""remettons""","""remettez""","""remettent"""
"""rendre""","""to give back""","""rends""","""rends""","""rend""","""rendons""","""rendez""","""rendent"""
"""répondre""","""to answer""","""réponds""","""réponds""","""répond""","""répondons""","""répondez""","""répondent"""
"""revenir""","""to come back""","""reviens""","""reviens""","""revient""","""revenons""","""revenez""","""reviennent"""
"""rire""","""to laugh""","""ris""","""ris""","""rit""","""rions""","""riez""","""rient"""
"""savoir""","""to know how to""","""sais""","""sais""","""sait""","""savons""","""savez""","""savent"""
"""sortir""","""to go out""","""sors""","""sors""","""sort""","""sortons""","""sortez""","""sortent"""
"""sourire""","""to smile""","""souris""","""souris""","""sourit""","""sourions""","""souriez""","""sourient"""
"""suivre""","""to follow""","""suis""","""suis""","""suit""","""suivons""","""suivez""","""suivent"""
"""vendre""","""to sell""","""vends""","""vends""","""vend""","""vendons""","""vendez""","""vendent"""
"""venir""","""to come""","""viens""","""viens""","""vient""","""venons""","""venez""","""viennent"""
"""vouloir""","""to want""","""veux""","""veux""","""veut""","""voulons""","""voulez""","""veulent"""
,,,,,,,
""" s'habiller""","""to get dressed""","""m'habille""","""t'habilles""","""s'habille""","""nous habillons""","""vous habillez""","""s'habillent"""
"""s'aimer""","""to love each other""","""m'aime""","""t'aimes""","""s'aime""","""nous aimons""","""vous aimez""","""s'aiment"""
"""s'amuser""","""to have fun""","""m'amuse""","""t'amuses""","""s'amuse""","""nous amusons""","""vous amusez""","""s'amusent"""
"""s'appeler""","""to be named""","""m'appelle""","""t'appelles""","""s'appelle""","""nous appelons""","""vous appelez""","""s'appellent"""
"""s'arrêter""","""to stop""","""m'arrête""","""t'arrêtes""","""s'arrête""","""nous arrêtons""","""vous arrêtez""","""s'arrêtent"""
"""se brosser""","""to brush""","""me brosse""","""te brosses""","""se brosse""","""nous brossons""","""vous brossez""","""se brossent"""
"""se confier""","""to confide""","""me confie""","""te confies""","""se confie""","""nous confions""","""vous confiez""","""se confient"""
"""se coucher""","""to go to bed""","""me couche""","""te couches""","""se couche""","""nous couchons""","""vous couchez""","""se couchent"""
"""se débrouiller""","""to manage""","""me débrouille""","""te débrouilles""","""se débrouille""","""nous débrouillons""","""vous débrouillez""","""se débrouillent"""
"""se dépêcher""","""to hurry""","""me dépêche""","""te dépêches""","""se dépêche""","""nous dépêchons""","""vous dépêchez""","""se dépêchent"""
"""se détendre""","""to relax""","""me détends""","""te détends""","""se détend""","""nous détendons""","""vous détendez""","""se détendent"""
"""se disputer""","""to argue""","""me dispute""","""te disputes""","""se dispute""","""nous disputons""","""vous disputez""","""se disputent"""
"""se fâcher""","""to get angry""","""me fâche""","""te fâches""","""se fâche""","""nous fâchons""","""vous fâchez""","""se fâchent"""
"""se fiancer""","""to get engaged""","""me fiance""","""te fiances""","""se fiance""","""nous fiançons""","""vous fiancez""","""se fiancent"""
"""se laver ""","""to wash""","""me lave""","""tu te laves""","""se lave""","""nous lavons""","""vous lavez""","""se lavent"""
"""se lever""","""to get up""","""me lève""","""te lèves""","""se lève""","""nous levons""","""vous levez""","""se lèvent"""
"""se marier""","""to get married""","""me marie""","""te maries""","""se marie""","""nous marions""","""vous mariez""","""se marient"""
"""se méfier""","""to distrust""","""me méfie""","""te méfies""","""se méfie""","""nous méfions""","""vous méfiez""","""se méfient"""
"""se passer""","""to do without""","""me passe""","""te passes""","""se passe""","""nous passons""","""vous passez""","""se passent"""
"""se peigner""","""to comb""","""me peigne""","""te peignes""","""se peigne""","""nous peignons""","""vous peignez""","""se peignent"""
"""se préparer""","""to get ready""","""me prépare""","""te prépares""","""se prépare""","""nous préparons""","""vous préparez""","""se préparent"""
"""se rappeler""","""to recall""","""me rappelle""","""te rappelles""","""se rappelle""","""nous rappelons""","""vous rappelez""","""se rappellent"""
"""se raser""","""to shave""","""me rase""","""te rases""","""se rase""","""nous rasons""","""vous rasez""","""se rasent"""
"""se reposer""","""to relax""","""me repose""","""te reposes""","""se repose""","""nous reposons""","""vous reposez""","""se reposent"""
"""se réveiller""","""to wake up""","""me réveille""","""te réveilles""","""se réveille""","""nous réveillons""","""vous réveillez""","""se réveillent"""
"""se sentir""","""to feel""","""me sens""","""te sens""","""se sent""","""nous sentons""","""vous sentez""","""se sentent"""
"""se souvenir""","""to remember""","""me souviens""","""te souviens""","""se souvient""","""nous souvenons""","""vous souvenez""","""se souviennent"""
"""s'embrasser""","""to kiss ""","""m'embrasse""","""t'embrasses""","""s'embrasse""","""nous embrassons""","""vous embrassez""","""s'embrassent"""
"""s'entendre""","""to get along""","""m'entends""","""t'entends""","""s'entend""","""nous entendons""","""vous entendez""","""s'entendent"""
"""s'habituer""","""to get used to""","""m'habitue""","""t'habitues""","""s'habitue""","""nous habituons""","""vous habituez""","""s'habituent"""
"""s'intéresser""","""to be interested in""","""m'intéresse""","""t'intéresses""","""s'intéresse""","""nous intéressons""","""vous intéressez""","""s'intéressent"""
"""s'occuper""","""to take care of""","""m'occupe""","""t'occupes""","""s'occupe""","""nous occupons""","""vous occupez""","""s'occupent"""
